id,varieties
48256,"Chardonnay100%,"
48257,"Chardonnay,"
48258,"Chardonnay100%,"
48259,"Chardonnay,"
48260,"Chardonnay100%,"
48261,"Chardonnay,"
48262,"Chardonnay,"
48263,"PinotNoir100%,"
48264,"Shiraz,CabernetSauvignon,"
48265,"Chardonnay100%,"
48266,"Chardonnay,"
48267,"PinotNoir100%,"
48268,"Chardonnay100%,"
48269,"Chardonnay100%,"
48270,"PinotNoir100%,"
48271,"PinotNoir100%,"
48272,"PinotNoir100%,"
48273,"PinotNoir100%,"
48274,"Chardonnay100%,"
48275,"PinotNoir100%,"
48276,"Chardonnay,"
48277,"Chardonnay100%,"
48278,"SauvignonBlanc100%,"
48279,"Riesling100%,"
48280,"Chardonnay100%,"
48281,"Blend,"
48282,"PinotNoir100%,"
48283,"Gamay100%,"
48284,"Chardonnay100%,"
48285,"CabernetSauvignon,Merlot,"
48286,"CabernetSauvignon100%,"
48287,"Merlot100%,"
48288,"CabernetSauvignon,Merlot,"
48289,"Syrah100%,"
48290,"Merlot,CabernetSauvignon,"
48291,"Carmenere100%,"
48292,"Merlot100%,"
48293,"CabernetSauvignon,Merlot,CabernetFranc,"
48294,"CabernetSauvignon,Merlot,CabernetFranc,"
48295,"Merlot70%,CabernetSauvignon25%,Malbec5%,"
48299,"SauvignonBlanc100%,"
48300,"Chardonnay100%,"
48301,"Chardonnay100%,"
48302,"Carignan50%,Syrah50%,"
48303,"Shiraz100%,"
48304,"Muscat,Cienna,"
48305,"Blend,"
48309,"Chardonnay100%,"
48310,"Riesling100%,"
48311,"Riesling100%,"
48312,"Riesling100%,"
48313,"Riesling100%,"
48316,"CabernetSauvignon,Merlot,CabernetFranc,PetitVerdot,"
48317,"Blend,"
48318,"Chardonnay100%,"
48319,"Chardonnay100%,"
48320,"PinotNoir100%,"
48321,"Chardonnay100%,"
48322,"Cabernetsauvignon85%,Merlot15%,"
48323,"Carmenere85%,Merlot15%,"
48324,"CabernetSauvignon89%,Carmenere6%,Merlot2%,CabernetFranc2%,Syrah2%,PetitVerdot1%,"
48325,"Merlot93%,PetitVerdot5%,Syrah2%,"
48326,"Merlot100%,"
48327,"Syrah100%,"
48328,"Blend,"
48329,"CabernetSauvignon,Merlot,"
48330,"Merlot,CabernetFranc,"
48331,"Merlot,CabernetSauvignon,CabernetFranc,"
48332,"Semillon,SauvignonBlanc,Muscadelle,"
48333,"CabernetSauvignon75%,Merlot25%,"
48334,"Merlot65%,CabernetSauvignon35%,"
48335,"SauvignonBlanc100%,"
48336,"Merlot,CabernetSauvignon,"
48337,"Merlot,CabernetSauvignon,CabernetFranc,"
48338,"CabernetSauvignon,Merlot,"
48339,"Blend,"
48340,"Blend,"
48341,"Merlot,CabernetSauvignon,"
48342,"Merlot,CabernetSauvignon,"
48343,"SauvignonBlanc100%,"
48344,"Blend,"
48345,"CabernetSauvignon,Merlot,CabernetFranc,"
48346,"CabernetSauvignon,Merlot,CabernetFranc,"
48347,"PinotNoir100%,"
48348,"Zinfandel100%,"
48349,"CabernetSauvignon100%,"
48350,"Merlot100%,"
48351,"Blend,"
48352,"Blend,"
48353,"CabernetSauvignon100%,"
48354,"Blend,"
48355,"Blend,"
48356,"Blend,"
48357,"PinotNoir100%,"
48358,"Chardonnay100%,"
48359,"Blend,"
48360,"Viognier100%,"
48361,"Chardonnay100%,"
48362,"Chardonnay,Semillon,"
48363,"Chardonnay100%,"
48364,"Shiraz,Viognier,"
48365,"PinotNoir100%,"
48366,"Blend,"
48367,"PinotNoir100%,"
48368,"Zinfandel100%,"
48369,"CabernetSauvignon100%,"
48370,"Syrah100%,"
48371,"Syrah100%,"
48372,"Blend,"
48373,"CabernetSauvignon100%,"
48374,"CabernetSauvignon100%,"
48375,"Blend,"
48376,"Merlot100%,"
48377,"CabernetSauvignon,Merlot,"
48378,"Shiraz,CabernetSauvignon,"
48379,"CabernetSauvignon,Merlot,"
48380,"Shiraz,CabernetSauvignon,"
48381,"Blend,"
48382,"Blend,"
48383,"Nerod’Avola100%,"
48384,"Merlot100%,"
48385,"Merlot100%,"
48386,"Zinfandel100%,"
48387,"PinotNoir100%,"
48388,"PinotNoir100%,"
48389,"Merlot100%,"
48390,"Sangiovese,"
48391,"Merlot100%,"
48392,"Zinfandel100%,"
48393,"CabernetSauvignon100%,"
48394,"Blend,"
48395,"CabernetSauvignon100%,"
48396,"CabernetSauvignon100%,"
48397,"Shiraz100%,"
48398,"CabernetSauvignon100%,"
48399,"Carmenere37%,PinotNoir24%,Syrah20%,CabernetSauvignon10%,Merlot9%,"
48400,"Nebbiolo100%,"
48401,"Carmenere100%,"
48402,"Blend,"
48403,"Blend,"
48404,"Blend,"
48405,"Blend,"
48406,"Blend,"
48407,"SauvignonBlanc100%,"
48408,"Blend,"
48409,"Chardonnay100%,"
48410,"Viura90%,Malvasia10%,"
48411,"Blend,"
48412,"Chardonnay100%,"
48413,"Chardonnay100%,"
48414,"Blend,"
48415,"SauvignonBlanc100%,"
48416,"Zinfandel100%,"
48417,"Riesling100%,"
48418,"Riesling100%,"
48419,"Riesling100%,"
48420,"Vidal100%,"
48421,"Carmenere61%,CabernetSauvignon24%,Merlot12%,OtherGrapes3%,"
48422,"PinotNoir100%,"
48423,"PinotNoir100%,"
48424,"PinotNoir100%,"
48425,"PinotNoir100%,"
48426,"Merlot,Syrah,"
48427,"CabernetSauvignon,Merlot,CabernetFranc,"
48428,"Blend,"
48429,"Blend,"
48430,"Chardonnay,"
48431,"PinotNoir100%,"
48432,"Tempranillo100%,"
48433,"Blend,"
48434,"Shiraz100%,"
48435,"Blend,"
48436,"CabernetSauvignon100%,"
48437,"CabernetSauvignon100%,"
48438,"Garnacha80%,CabernetSauvignon20%,"
48439,"CabernetSauvignon100%,"
48440,"Shiraz100%,"
48441,"Shiraz100%,"
48442,"CabernetSauvignon100%,"
48443,"Syrah,Tempranillo,"
48444,"CabernetSauvignon100%,"
48445,"Malbec100%,"
48446,"CabernetSauvignon100%,"
48447,"Malbec66%,Merlot34%,"
48448,"Malbec85%,Merlot30%,"
48449,"Brachetto100%,"
48450,"Blend,"
48451,"Blend,"
48452,"Carignan,Grenache,"
48453,"CabernetSauvignon,"
48454,"Syrah,Grenache,"
48455,"Blend,"
48456,"Blend,"
48457,"CabernetSauvignon,Merlot,CabernetFranc,"
48458,"Merlot100%,"
48459,"Syrah,Grenache,"
48460,"CabernetSauvignon100%,"
48461,"Blend,"
48462,"Blend,"
48463,"CabernetSauvignon100%,"
48464,"Blend,"
48465,"Blend,"
48466,"Chardonnay100%,"
48467,"Procanico60%,Grechetto20%,Verdello15%,Druppeggio&Malvasia5%,"
48468,"Blend,"
48469,"Chardonnay100%,"
48470,"Sangiovese,"
48471,"Blend,"
48472,"Syrah100%,"
48473,"Grenache,Syrah,Others,"
48474,"PinotNero,"
48475,"Grenache,Syrah,Others,"
48477,"Blend,"
48478,"Syrah,Grenache,"
48479,"PinotNoir100%,"
48480,"Blend,"
48482,"Blend,"
48483,"Barbera100%,"
48484,"Nebbiolo,Barbera,CabernetSauvignon,"
48485,"Nebbiolo100%,"
48486,"Pinotage100%,"
48487,"SauvignonBlanc100%,"
48488,"Prosecco100%,"
48489,"Grenache,Cinsault,Clairette,Syrah,OtherGrapes,"
48490,"Riesling100%,"
48491,"Sangiovese,CabernetSauvignon,Merlot,"
48492,"PinotNoir100%,"
48493,"Montepulciano100%,"
48494,"Blend,"
48495,"Grenache40%,Syrah30%,Cinsault15%,Carignan10%,Counoise5%,"
48496,"Sangiovese,"
48497,"Barbera100%,"
48498,"Blend,"
48499,"Blend,"
48500,"Nebbiolo100%,"
48501,"Grenache80%,Mourvedre10%,Syrah5%,Counoise2.5%,Vaccaresse2.5%,"
48502,"Blend,"
48503,"Blend,"
48504,"PinotNoir100%,"
48505,"Viognier100%,"
48506,"Blend,"
48507,"Riesling100%,"
48508,"Zinfandel100%,"
48509,"Chardonnay,PinotNoir,"
48510,"Chardonnay,PinotNoir,"
48511,"Chardonnay,"
48512,"Chardonnay,"
48513,"Chardonnay,PinotNoir,PinotMeunier,"
48515,"CabernetSauvignon90%,Merlot10%,"
48516,"Merlot100%,"
48517,"Chardonnay,"
48518,"Syrah96%,Merlot4%,"
48520,"CabernetSauvignon99.5%,CavernetFranc0.5%,"
48522,"Riesling100%,"
48523,"Riesling100%,"
48524,"PinotNoir100%,"
48525,"Marsanne42%,Viognier38%,Chardonnay20%,"
48526,"Blend,"
48527,"CabernetSauvignon86%,Merlot3%,CabernetFranc2%,PetitVerdot3%,Malbec6%,"
48528,"CabernetSauvignon45%,Merlot45%,CabernetFranc10%,"
48529,"Chardonnay,Viognier,"
48530,"Blend,"
48531,"Merlot,CabernetSauvignon,"
48532,"Blend,"
48533,"Syrah100%,"
48534,"CabernetSauvignon,Syrah,"
48535,"Carignan100%,"
48537,"Blend,"
48538,"PinotNoir100%,"
48539,"Malbec100%,"
48540,"Blend,"
48541,"SauvignonBlanc95%,Chardonnay3%,Semillon2%,"
48542,"Blend,"
48543,"Sangiovese,"
48544,"Merlot70%,CabernetFranc30%,"
48545,"PinotNoir100%,"
48546,"Blend,"
48547,"PinotNoir100%,"
48548,"PinotNoir100%,"
48549,"PinotNoir100%,"
48550,"PinotNoir100%,"
48551,"PinotNoir100%,"
48552,"Sangiovese100%,"
48553,"SauvignonBlanc100%,"
48554,"Nerod’Avola100%,"
48555,"Merlot100%,"
48556,"Zinfandel100%,"
48557,"Blend,"
48558,"Blend,"
48559,"CabernetSauvignon100%,"
48560,"CabernetSauvignon100%,"
48561,"SauvignonBlanc100%,"
48562,"Blend,"
48563,"CabernetSauvignon90%,CabernetFranc10%,"
48564,"Chardonnay100%,"
48565,"CabernetSauvignon100%,"
48566,"Chardonnay100%,"
48567,"CabernetSauvignon,Merlot,CabernetFranc,"
48568,"Carmenere,CabernetSauvignon,"
48569,"Blend,"
48570,"Blend,"
48571,"Blend,"
48572,"CabernetSauvignon,Merlot,CabernetFranc,"
48573,"Blend,"
48574,"CabernetSauvignon,Merlot,CabernetFranc,"
48575,"Chardonnay,PinotNoir,"
48576,"Blend,"
48577,"Tempranillo100%,"
48578,"SauvignonBlanc100%,"
48579,"Chardonnay100%,"
48580,"PinotNoir100%,"
48581,"CabernetSauvignon,Malbec,Merlot,"
48582,"Blend,"
48583,"Parellada40%,Macabeo35%,Xarel.lo25%,"
48584,"Parellada34%,Macabeo33%,Xarel.lo33%,"
48585,"Blend,"
48586,"Blend,"
48587,"Chardonnay,Semillon,"
48588,"Syrah,PetiteSirah,"
48589,"Sangiovese,"
48590,"Blend,"
48591,"Moscato100%,"
48592,"Chardonnay100%,"
48593,"Blend,"
48594,"Blend,"
48595,"CabernetSauvignon100%,"
48597,"SauvignonBlanc100%,"
48598,"Malbec100%,"
48599,"Malbec100%,"
48600,"Malbec,Merlot,CabernetSauvignon,"
48601,"CabernetSauvignon100%,"
48602,"CabernetSauvignon100%,"
48603,"CabernetSauvignon100%,"
48604,"Malbec,"
48605,"Sangiovese,"
48606,"Concord,"
48607,"Syrah100%,"
48608,"CabernetFranc,Merlot,OtherGrapes,"
48611,"Sangiovese,"
48612,"CabernetSauvignon71%,Merlot17%,CabernetFranc8%,PetitVerdot4%,"
48613,"CabernetSauvignon100%,"
48614,"Nebbiolo100%,"
48615,"Merlot,"
48616,"Brachetto,"
48617,"Blend,"
48618,"Shiraz,"
48619,"Nebbiolo100%,"
48620,"CabernetSauvignon100%,"
48621,"Malbec100%,"
48622,"PinotNoir,Chardonnay,PinotMeunier,"
48623,"PinotNoir,Chardonnay,"
48624,"CabernetSauvignon,"
48625,"Merlot,"
48626,"Merlot,"
48627,"Corvina,Rondinella,Molonara,"
48628,"Blend,"
48629,"Zinfandel100%,"
48630,"Corvina,Rondinella,"
48631,"Blend,"
48632,"Blend,"
48633,"Blend,"
48634,"Blend,"
48635,"Moscato,"
48636,"Merlot,"
48637,"Tempranillo100%,"
48638,"Tempranillo100%,"
48639,"Sangiovese,"
48640,"Tempranillo100%,"
48641,"PinotNoir100%,"
48642,"CabernetSauvignon70%,Carmenere30%,"
48643,"Blend,"
48644,"Blend,"
48645,"Carignan40%,Grenache30%,Cinsault30%,"
48646,"Blend,"
48648,"CabernetSauvignon,"
48650,"PinotNoir64%,Chardonnay36%,"
48651,"CabernetSauvignon55%,Merlot45%,"
48652,"Merlot90%,Malbec7%,CabernetFranc3%,"
48653,"Merlot65%,CabernetFranc25%,CabernetSauvignon10%,"
48654,"CheninBlanc70%,Chardonnay30%,"
48656,"Grenache60%,Syrah20%,Carignan10%,Mourvedre10%,"
48657,"Grenache60%,Syrah20%,Mourvedre15%,Cinsault5%,"
48658,"PinotNoir100%,"
48659,"PinotNoir100%,"
48660,"Marsanne92%,Roussanne8%,"
48661,"Syrah100%,"
48662,"Syrah90%,Marsanne10%,"
48663,"PinotNoir100%,"
48664,"Carmenere,"
48665,"PinotNoir100%,"
48666,"CabernetSauvignon,Merlot,CabernetFranc,"
48667,"CabernetSauvignon,Merlot,CabernetFranc,"
48668,"Merlot85%,CabernetSauvignon7%,Malbec5%,Syrah3%,"
48669,"CabernetSauvignon85%,Syrah15%,"
48670,"Tempranillo100%,"
48671,"Tempranillo100%,"
48672,"Tempranillo100%,"
48673,"Grenache25%,Mourvedre15%,Carignan20%,Syrah30%,"
48674,"CabernetSauvignon70%,Merlot15%,PetitVerdot15%,"
48675,"CabernetSauvignon60%,Merlot30%,CabernetFranc10%,PetitVerdot10%,"
48676,"PinotNoir100%,"
48677,"PinotNero100%,"
48678,"PinotNoir100%,"
48679,"Chardonnay100%,"
48680,"SauvignonBlanc,"
48681,"PinotNoir100%,"
48682,"Blend,"
48683,"Blend,"
48684,"Macabeo100%,"
48685,"PinotNoir100%,"
48686,"Moscato100%,"
48687,"GrenacheNoir,Mourvedre,Carignan,"
48688,"PinotNoir100%,"
48689,"Chardonnay100%,"
48690,"Carignan60%,CabernetSauvignon30%,Cinsaut10%,"
48691,"CabernetSauvignon100%,"
48692,"Sangiovese92%,Merlot8%,"
48693,"Tempranillo100%,"
48694,"Blend,"
48695,"Blend,"
48696,"Moscatel100%,"
48697,"Moscato100%,"
48698,"Trebbiano100%,"
48699,"Moscato100%,"
48700,"Moscatel100%,"
48701,"Chardonnay,SauvignonBlanc,CheninBlanc,OtherGrapes,"
48702,"Garnacha,OtherGrapes,"
48703,"CabernetSauvignon85%,Merlot9%,Syrah3%,Carmenere3%,"
48704,"CabernetSauvignon85%,Merlot9%,Syrah3%,Carmenere3%,"
48705,"Merlot,CabernetSauvignon,"
48706,"Riesling100%,"
48707,"Nebbiolo100%,"
48708,"Shiraz100%,"
48709,"Merlot95%,CabernetSauvignon5%,"
48712,"Marsanne,Roussanne,"
48713,"Blend,"
48714,"Semillon,SauvignonBlanc,"
48715,"Blend,"
48716,"PinotNoir100%,"
48717,"PinotNoir100%,"
48718,"Chardonnay100%,"
48719,"Blend,"
48720,"Barbera,"
48721,"Dolcetto,"
48722,"Nebbiolo100%,"
48723,"Blend,"
48724,"Syrah60%,Mourvedre35%,GrenacheNoir5%,"
48725,"SauvignonBlanc,"
48726,"Aligote100%,"
48727,"Chardonnay100%,"
48728,"Chardonnay100%,"
48729,"Dolcetto100%,"
48730,"Chardonnay100%,"
48731,"CabernetSauvignon40%,Barbera30%,Nebbiolo30%,"
48732,"Nebbiolo100%,"
48733,"Chardonnay100%,"
48734,"Sangiovese100%,"
48735,"Sangiovese100%,"
48736,"Barbera90%,Coratina10%,"
48737,"Barbera90%,Coratina10%,"
48738,"Tempranillo45%,Merlot40%,Syrah15%,"
48739,"Sangiovese34%,Merlot33%,CabernetSauvignon33%,"
48740,"Vermentino50%,Verdicchio50%,"
48742,"PinotNoir100%,"
48743,"Tempranillo40%,Merlot30%,Syrah30%,"
48744,"PinotNoir100%,"
48746,"Tempranillo100%,"
48747,"Tempranillo80%,Mazuelo15%,Graciano5%,"
48748,"Tempranillo,"
48749,"Tempranillo,"
48750,"Lambrusco(Maestri,Marani,Montericco,Salamino),Lancellotta,"
48751,"SauvignonBlanc,Garganega,Trebbiano,"
48752,"Lambrusco,Lancellotta,"
48753,"Grasparosa100%,"
48754,"Lambrusco60%,Merlot40%,"
48756,"Nerod'Avola100%,"
48758,"Moscato100%,"
48759,"LambruscoGrasparossa85%,MalboGentile15%,"
48760,"Moscato100%,"
48761,"LambruscoSalamino85%,Grasparossa15%,"
48762,"Monastrell,Garnacha,"
48763,"Syrah,"
48764,"Chardonnay,"
48765,"Chardonnay,"
48766,"CabernetSauvignon,"
48767,"Riesling100%,"
48768,"Merlot,"
48769,"Chardonnay,"
48770,"Chardonnay100%,"
48771,"PinotNoir100%,"
48772,"Chardonnay100%,"
48773,"PinotNoir100%,"
48774,"PinotNoir100%,"
48775,"Chardonnay100%,"
48776,"PinotNoir100%,"
48777,"Chardonnay100%,"
48778,"Tempranillo,"
48779,"Tempranillo,"
48780,"Blend,"
48781,"Merlot80%,CabernetSauvignon20%,"
48782,"CabernetSauvignon,"
48785,"Aligote,"
48786,"Chardonnay,"
48787,"CabernetSauvignon,"
48788,"Chardonnay,"
48789,"CabernetSauvignon100%,"
48790,"CabernetSauvignon,"
48791,"Blend,"
48792,"Blend,"
48793,"Blend,"
48794,"Blend,"
48795,"Blend,"
48796,"SauvignonBlanc,Garganega,Trebbiano,Romagnolo,"
48797,"SauvignonBlanc,OtherGrapes,"
48798,"Nerod’Avola,"
48799,"Nerod’Avola,"
48800,"Welschriesling50%,Chardonnay50%,"
48801,"St.Laurent100%,"
48802,"PinotNoir25%,St.Laurent25%,Merlot50%,"
48803,"Syrah70%,Blaufraunkisch20%,Merlot10%,"
48804,"Zweigelt40%,Blaufrankisch20%,Merlot20%,Syrah20%,"
48805,"SauvignonBlanc50%,Chardonnay50%,"
48806,"Chardonnay80%,SauvignonBlanc20%,"
48807,"Blaufrankisch100%,"
48808,"Blend,"
48809,"Sangiovese,"
48810,"Sangiovese,"
48811,"Zweigelt100%,"
48812,"Blaufrankisch,St.Laurent,Zweigelt,"
48813,"Blend,"
48814,"Riesling100%,"
48815,"Riesling100%,"
48816,"CabernetSauvignon63%,Merlot37%,"
48817,"CabernetSauvignon,Merlot,"
48818,"CabernetSauvignon,Merlot,CabernetFranc,PetitVerdot,"
48819,"Semillon90%,Sauvignon5%,Muscadelle5%,"
48820,"CabernetSauvignon60%,Merlot37%,CabernetFranc3%,"
48821,"CabernetSauvignon45%,Syrah40%,Malbec15%,"
48822,"SauvignonBlanc100%,"
48823,"GrenacheNoir50%,Cinsault40%,Carignan10%,"
48824,"Sangiovese100%,"
48825,"Sangiovese60%,Ciliegiolo,Canaiolo,FogliaTonda40%,"
48826,"Merlot70%,CabernetSauvignon20%,CabernetFranc10%,"
48857,"Merlot75%,CabernetSauvignon25%,"
48858,"Chardonnay100%,"
48859,"PinotNoir100%,"
48860,"Muscat,Cinsaut,"
48861,"Carmenere100%,"
48862,"Moscato100%,"
48863,"Pinotage100%,"
48864,"Brachetto100%,"
48865,"Grenache,Syrah,"
48866,"CabernetSauvignon100%,"
48867,"Muscat,SauvignonBlanc,"
48868,"Blend,"
48869,"PinotGris100%,"
48870,"Muscat100%,"
48871,"Chardonnay97%,Semillon2%,SauvignonBlanc1%,"
48872,"PinotNoir100%,"
48873,"PinotNoir100%,"
48874,"Blend,"
48875,"Blend,"
48876,"Blend,"
48877,"PinotNoir100%,"
48878,"Blend,"
48880,"PinotNoir100%,"
48881,"Grenache,Carignan,"
48882,"PinotNoir100%,"
48883,"Merlot99.7%,CabernetSauvignon0.3%,"
48884,"Merlot44%,CabernetSauvignon40%,CabernetFranc16%,"
48885,"Blend,"
48886,"Blend,"
48887,"CabernetSauvignon50%,Merlot45%,PetitVerdot5%,"
48888,"Chardonnay,"
48889,"CabernetSauvignon,Merlot,"
48890,"Semillon70%,SauvignonBlanc30%,"
48891,"Blend,"
48892,"Merlot,CabernetSauvignon,"
48893,"Blend,"
48894,"Merlot,"
48895,"Grillo100%,"
48896,"Garganega100%,"
48897,"Corvina,Rondinella,Molinara,"
48898,"Blend,"
48899,"Nerod'Avola,"
48900,"Blend,"
48901,"Merlot,"
48902,"Chardonnay100%,"
48903,"SauvignonBlanc,Semillon,"
48904,"Blend,"
48905,"Shiraz64%,CabernetSauvignon36%,"
48906,"PinotNoir100%,"
48907,"Garnacha100%,"
48908,"Riesling100%,"
48909,"Tempranillo85%,Syrah15%,"
48910,"Merlot,CabernetSauvignon,CabernetFranc,"
48911,"CabernetSauvignon,"
48912,"Grenache,Syrah,"
48913,"Merlot80%,CabernetSauvignon10%,CabernetFranc10%,"
48914,"Blend,"
48915,"Blend,"
48916,"Chardonnay100%,"
48917,"Blend,"
48918,"Blend,"
48919,"Chardonnay,"
48920,"Chardonnay100%,"
48921,"PinotNoir100%,"
48922,"PinotNoir100%,"
48923,"PinotNoir100%,"
48927,"PinotNoir100%,"
48930,"PinotNoir100%,"
48931,"PinotNoir100%,"
48937,"PinotNoir100%,"
48938,"Merlot,CabernetFranc,"
48941,"PinotNoir100%,"
48942,"PinotNoir100%,"
48948,"PinotNoir100%,"
48949,"PinotNoir100%,"
48950,"PinotNoir100%,"
48951,"PinotNoir100%,"
48953,"PinotNoir100%,"
48956,"PinotNoir100%,"
48957,"PinotNoir100%,"
48958,"PinotNoir100%,"
48959,"PinotNoir100%,"
48960,"PinotNoir100%,"
48961,"PinotNoir100%,"
48962,"PinotNoir100%,"
48964,"PinotNoir100%,"
48968,"PinotNoir100%,"
48969,"Chardonnay100%,"
48971,"PinotNoir100%,"
48972,"Garnacha80%,Tempranillo20%,"
48973,"Garnacha60%,CabernetSauvignon40%,"
48974,"CabernetSauvignon,Merlot,CabernetFranc,PetitVerdot,"
48975,"PinotNoir100%,"
48976,"PinotNoir100%,"
48977,"PinotNoir100%,"
48978,"PinotNoir100%,"
48979,"PinotNoir100%,"
48980,"PinotNoir100%,"
48981,"PinotNoir100%,"
48982,"PinotNoir100%,"
48983,"PinotNoir100%,"
48984,"PinotNoir100%,"
48985,"PinotNoir100%,"
48986,"PinotNoir100%,"
48987,"PinotNoir100%,"
48988,"PinotNoir100%,"
48989,"PinotNoir100%,"
48990,"Shiraz100%,"
48991,"Chardonnay100%,"
48992,"PinotNoir100%,"
48993,"PinotNoir100%,"
48994,"Grenache,"
48995,"PinotNoir100%,"
48996,"Chardonnay100%,"
48997,"PinotNoir100%,"
48998,"Chardonnay100%,"
48999,"PinotNoir100%,"
49000,"PinotNoir100%,"
49001,"PinotNoir100%,"
49002,"Chardonnay100%,"
49003,"PinotNoir100%,"
49004,"PinotNoir100%,"
49005,"PinotNoir100%,"
49006,"PinotNero,"
49007,"PinotNoir100%,"
49008,"PinotNoir100%,"
49009,"PinotNoir100%,"
49010,"PinotNoir100%,"
49011,"PinotNoir100%,"
49012,"Chardonnay100%,"
49013,"PinotNoir100%,"
49014,"PinotNoir100%,"
49015,"PinotNoir100%,"
49016,"PinotNoir100%,"
49017,"PinotNoir100%,"
49018,"Chardonnay100%,"
49019,"PinotNoir100%,"
49020,"PinotNoir100%,"
49021,"PinotNoir100%,"
49022,"PinotNoir100%,"
49023,"PinotNoir100%,"
49024,"PinotNoir100%,"
49025,"PinotNoir100%,"
49026,"Chardonnay100%,"
49027,"Chardonnay100%,"
49028,"PinotNoir100%,"
49029,"Chardonnay100%,"
49030,"Chardonnay,"
49031,"PinotNoir100%,"
49032,"PinotNoir100%,"
49033,"Chardonnay100%,"
49034,"PinotNoir100%,"
49035,"PinotNoir100%,"
49036,"PinotNoir100%,"
49037,"Chardonnay100%,"
49038,"Chardonnay100%,"
49039,"PinotNoir100%,"
49040,"PinotNoir100%,"
49041,"Chardonnay100%,"
49042,"Chardonnay100%,"
49043,"PinotNoir100%,"
49044,"PinotNoir100%,"
49045,"PinotNoir100%,"
49046,"PinotNoir100%,"
49047,"PinotNoir100%,"
49048,"PinotNoir100%,"
49049,"PinotNoir100%,"
49050,"PinotNoir100%,"
49051,"PinotNoir100%,"
49052,"Chardonnay100%,"
49053,"PinotNoir100%,"
49054,"Chardonnay100%,"
49055,"PinotNoir100%,"
49056,"PinotNoir100%,"
49057,"PinotNoir100%,"
49058,"PinotNoir100%,"
49059,"PinotNoir100%,"
49060,"PinotNoir100%,"
49061,"PinotNoir100%,"
49062,"PinotNoir100%,"
49063,"Chardonnay100%,"
49064,"Chardonnay100%,"
49065,"PinotNoir100%,"
49066,"Chardonnay100%,"
49067,"PinotNoir100%,"
49068,"PinotNoir100%,"
49069,"PinotNoir100%,"
49070,"PinotNoir100%,"
49071,"PinotNoir100%,"
49072,"PinotNoir100%,"
49073,"PinotNoir100%,"
49074,"PinotNoir100%,"
49075,"PinotNoir100%,"
49076,"PinotNoir100%,"
49077,"Chardonnay100%,"
49078,"PinotNoir100%,"
49079,"Chardonnay100%,"
49080,"PinotNoir100%,"
49081,"Chardonnay100%,"
49082,"PinotNoir100%,"
49083,"PinotNoir100%,"
49084,"PinotNoir100%,"
49085,"Chardonnay100%,"
49086,"Chardonnay100%,"
49087,"PinotNoir100%,"
49088,"PinotNoir100%,"
49089,"PinotNoir100%,"
49090,"PinotNoir100%,"
49091,"PinotNoir100%,"
49092,"Chardonnay100%,"
49093,"PinotNoir100%,"
49094,"PinotNoir100%,"
49095,"PinotNoir100%,"
49096,"PinotNoir100%,"
49097,"PinotNoir100%,"
49098,"PinotNoir100%,"
49099,"PinotNoir100%,"
49100,"PinotNoir100%,"
49101,"PinotNoir100%,"
49102,"PinotNoir100%,"
49103,"PinotNoir100%,"
49104,"Chardonnay100%,"
49105,"PinotNoir100%,"
49106,"PinotNoir100%,"
49107,"PinotNoir100%,"
49108,"PinotNoir100%,"
49109,"PinotNoir100%,"
49110,"PinotNoir100%,"
49111,"PinotNoir100%,"
49112,"PinotNoir100%,"
49113,"Chardonnay100%,"
49114,"PinotNoir100%,"
49115,"PinotNoir100%,"
49116,"Chardonnay,"
49117,"PinotNoir100%,"
49118,"PinotNoir100%,"
49119,"PinotNoir100%,"
49120,"PinotNoir100%,"
49121,"Chardonnay100%,"
49122,"PinotNoir100%,"
49123,"PinotNoir100%,"
49124,"PinotNoir100%,"
49125,"PinotNoir100%,"
49126,"PinotNoir100%,"
49127,"PinotNoir100%,"
49128,"PinotNoir100%,"
49129,"PinotNoir100%,"
49130,"PinotNoir100%,"
49131,"PinotNoir100%,"
49132,"SauvignonBlanc100%,"
49133,"PinotNoir100%,"
49134,"PinotNoir100%,"
49135,"PinotNoir100%,"
49136,"PinotNoir100%,"
49137,"PinotNoir100%,"
49138,"PinotNoir100%,"
49139,"Chardonnay100%,"
49140,"PinotNoir100%,"
49141,"PinotNoir100%,"
49142,"PinotNoir100%,"
49143,"PinotNoir100%,"
49144,"PinotNoir100%,"
49145,"PinotNoir100%,"
49146,"PinotNoir100%,"
49147,"PinotNoir100%,"
49148,"PinotNoir100%,"
49149,"PinotNoir100%,"
49150,"PinotNoir100%,"
49151,"Chardonnay100%,"
49152,"PinotNoir100%,"
49153,"Chardonnay100%,"
49154,"Merlot100%,"
49155,"CabernetSauvignon100%,"
49156,"PinotNoir100%,"
49157,"PinotNoir100%,"
49158,"Chardonnay100%,"
49159,"PinotNoir100%,"
49160,"PinotNoir100%,"
49161,"Chardonnay100%,"
49162,"PinotNoir100%,"
49163,"PinotNoir100%,"
49164,"PinotNoir100%,"
49165,"PinotNoir100%,"
49166,"Chardonnay100%,"
49167,"PinotNoir100%,"
49168,"PinotNoir100%,"
49169,"PinotNoir100%,"
49170,"PinotNoir100%,"
49171,"Chardonnay100%,"
49172,"Chardonnay100%,"
49173,"PinotNoir100%,"
49174,"PinotNoir100%,"
49175,"PinotNoir100%,"
49176,"PinotNoir100%,"
49177,"PinotNoir100%,"
