id,varieties
44331,"PinotNoir100%,"
44332,"PinotNoir100%,"
44333,"PinotNoir100%,"
44334,"PinotNoir100%,"
44335,None
44336,"PinotBlanc100%,"
44337,"PinotNoir100%,"
44338,"PinotNoir100%,"
44339,"PinotNoir100%,"
44340,"PinotNoir100%,"
44341,"PinotNoir100%,"
44342,"PinotNoir100%,"
44343,"PinotNoir100%,"
44344,"PinotNoir100%,"
44345,"PinotNoir100%,"
44346,"PinotNoir100%,"
44349,"PinotNoir100%,"
44350,"PinotNoir100%,"
44351,"PinotNoir100%,"
44352,"PinotNoir100%,"
44353,"PinotNoir100%,"
44354,"PinotNoir100%,"
44355,"Chardonnay,"
44356,None
44357,None
44358,"PinotNoir100%,"
44359,"PinotNoir100%,"
44360,"PinotNoir100%,"
44361,"PinotNoir100%,"
44363,"PinotNoir100%,"
44364,"Aligote,"
44365,"PinotNoir100%,"
44366,"Chardonnay,"
44367,"PinotNoir100%,"
44368,"PinotNoir100%,"
44369,"PinotNoir100%,"
44370,"PinotNoir100%,"
44371,"PinotNoir100%,"
44372,"PinotNoir100%,"
44373,"PinotNoir100%,"
44374,"PinotNoir100%,"
44375,"PinotNoir100%,"
44376,"PinotNoir100%,"
44377,"PinotNoir100%,"
44378,"PinotNoir100%,"
44379,"PinotNoir100%,"
44380,"PinotNoir100%,"
44381,"PinotNoir100%,"
44382,"Chardonnay,"
44383,"PinotNoir100%,"
44384,"Chardonnay,"
44385,"PinotNoir100%,"
44389,"PinotNoir100%,"
44390,"PinotNoir100%,"
44391,"PinotNoir100%,"
44392,"Chardonnay100%,"
44393,"PinotNoir100%,"
44394,"PinotNoir100%,"
44395,"PinotNoir100%,"
44396,"PinotNoir100%,"
44397,"Chardonnay,"
44398,"PinotNoir100%,"
44399,"PinotNoir100%,"
44400,"PinotNoir100%,"
44401,"PinotNoir100%,"
44402,"PinotNoir100%,"
44403,"PinotNoir100%,"
44404,"PinotNoir100%,"
44405,"PinotNoir100%,"
44406,"PinotNoir100%,"
44407,"Chardonnay100%,"
44408,"PinotNoir100%,"
44409,"Chardonnay,"
44410,"Chardonnay,"
44411,"Chardonnay,"
44412,"PinotNoir100%,"
44413,None
44414,None
44415,"PinotNoir100%,"
44416,"Chardonnay,"
44417,"Chardonnay100%,"
44418,"Chardonnay100%,"
44419,"PinotNoir100%,"
44420,"PinotNoir100%,"
44421,"Chardonnay,"
44422,"PinotNoir100%,"
44423,"Aligote,"
44424,"Chardonnay100%,"
44425,"PinotNoir100%,"
44426,"Chardonnay,"
44427,"Chardonnay,"
44428,"PinotNoir100%,"
44429,"PinotNoir100%,"
44430,"PinotNoir100%,"
44431,None
44432,None
44433,None
44434,None
44435,None
44437,"Nebbiolo,"
44438,"Barbera,"
44439,None
44440,"Nebbiolo,"
44441,None
44442,"Barbera,"
44443,"Sangiovese,"
44444,"Sangiovese,"
44445,"Sangiovese,"
44447,"Mixed,"
44448,"ca,"
44450,"Chardonnay,"
44452,"Mixed,"
44453,None
44454,"CabernetSauvignon,Merlot,CabernetFranc,"
44455,"Merlot,CabernetFranc,"
44456,"CabernetSauvignon,"
44457,"Chardonnay,"
44458,"Riesling100%,"
44459,"SauvignonBlanc,"
44460,"Shiraz,"
44461,None
44462,"Shiraz,"
44463,None
44464,"Mixed,"
44465,"Riesling100%,"
44466,"Riesling100%,"
44467,"Riesling100%,"
44468,"Riesling100%,"
44469,"Spaetburgunder,"
44470,"Mixed,"
44471,"CabernetSauvignon,Merlot,CabernetFranc,"
44489,"Riesling100%,"
44490,"Riesling100%,"
44491,"Riesling100%,"
44492,"Riesling100%,"
44493,"SauvignonBlanc,"
44495,"CabernetSauvignon,"
44496,"Mixed,"
44497,"Semillon,"
44498,"Shiraz,"
44499,"Sangiovese,"
44500,"Sangiovese,"
44501,"Sangiovese,"
44502,"CabernetSauvignon,"
44503,"Blendofgrapes,"
44504,"Mixed,"
44505,"Riesling100%,"
44506,"Mixed,"
44507,"Riesling100%,"
44508,"Riesling100%,"
44509,"Riesling100%,"
44510,"Riesling100%,"
44511,"Riesling100%,"
44512,"Gewurztraminer100%,"
44513,"PinotNoir100%,"
44514,"PinotNoir100%,"
44515,"PinotNoir100%,"
44516,"Riesling100%,"
44517,"Riesling100%,"
44518,"Silvaner,"
44519,"Gewurztraminer100%,"
44521,"Riesling100%,"
44522,"Riesling100%,"
44525,"Riesling100%,"
44526,"Riesling100%,"
44527,"Riesling100%,"
44530,None
44539,"Sangiovese,"
44540,"Sangiovese,"
44541,"Sangiovese,CabernetSauvignon,Merlot,"
44544,"Moscato100%,"
44546,"Corvina,Rondinella,Molinara,"
44547,"Blend,"
44548,"Blend,"
44549,"Blend,"
44550,"Blend,"
44551,"Semillon100%,"
44552,"Chardonnay,"
44553,"Shiraz,"
44554,None
44555,None
44556,None
44557,"CabernetSauvignon,"
44558,"Carmenere,"
44559,"Chardonnay,"
44560,"CabernetSauvignon,"
44561,"Chardonnay,"
44562,"Merlot,"
44563,"CabernetSauvignon,"
44564,"SauvignonBlanc,"
44565,"Shiraz,CabernetSauvignon,PetitVerdot,"
44566,"SauvignonBlanc,Semillon,Viognier,"
44567,"CabernetSauvignon50%,Shiraz37%,Merlot13%,"
44568,"Riesling100%,"
44569,"Shiraz100%,"
44570,"CabernetSauvignon,"
44571,"Shiraz100%,"
44572,None
44573,None
44576,"CabernetSauvignon,Merlot,CabernetFranc,"
44581,"CabernetSauvignon60%,Merlot25%,CabernetFranc15%,"
44584,"CabernetSauvignon,Merlot,CabernetFranc,"
44585,"Merlot50%,CabernetSauvignon45%,PetitVerdot5%,"
44600,"CabernetSauvignon,Merlot,CabernetFranc,"
44601,"CabernetSauvignon,Merlot,CabernetFranc,"
44607,"PinotNoir100%,"
44609,"PinotNoir100%,"
44610,"PinotNoir100%,"
44623,"PinotNoir100%,"
44624,"PinotNoir100%,"
44625,"PinotNoir100%,"
44626,"PinotNoir100%,"
44628,"PinotNoir100%,"
44629,"PinotNoir100%,"
44630,"PinotNoir100%,"
44631,"PinotNoir100%,"
44632,"PinotNoir100%,"
44635,"PinotNoir100%,"
44636,"Merlot,CabernetFranc,Cabernetsauvignon,Tazzelenghe,"
44637,"PinotNoir100%,"
44638,"PinotNoir100%,"
44639,"PinotNoir100%,"
44640,"PinotNoir100%,"
44641,"PinotNoir100%,"
44643,"PinotNoir100%,"
44644,"PinotNoir100%,"
44645,"PinotNoir100%,"
44648,"Chardonnay100%,"
44654,"Chardonnay100%,"
44657,"TourigaNacional,TourigaFrancesa,TintaRoriz,"
44659,"TourigaNacional,TourigaFrancesa,TintaRoriz,"
44660,"Carmenere93%,CabernetSauvignon7%,"
44661,"CabernetSauvignon91%,Malbec7%,Carmenere2%,"
44662,"Chardonnay100%,"
44663,"CabernetSauvignon100%,"
44664,"Merlot90%,CabernetSauvignon10%,"
44665,"SauvignonBlanc100%,"
44666,"Syrah100%,"
44667,"CabernetSauvignon100%,"
44668,"SauvignonBlanc100%,"
44669,"CabernetSauvignon100%,"
44670,"SauvignonBlanc100%,"
44671,"Syrah100%,"
44672,"Semillon,SauvignonBlanc,"
44673,"Semillon65%,SauvignonBlanc35%,"
44675,"Chardonnay100%,"
44676,"Chardonnay100%,"
44677,"Chardonnay100%,"
44678,"Chardonnay100%,"
44679,"Chardonnay100%,"
44681,"SauvignonBlanc,OtherGrapes,"
44682,"CabernetFranc,Merlot,CabernetSauvignon,PetitVerdot,"
44685,"PinotNoir100%,"
44687,"OldGrenache,Syrah,"
44688,"PinotNoir100%,"
44689,"PinotNoir100%,"
44691,"PinotNoir100%,"
44693,"PinotNoir100%,"
44694,"PinotNoir100%,"
44695,"PinotNoir100%,"
44696,"PinotNoir100%,"
44698,"Riesling100%,"
44699,"Chardonnay,PinotNoir,"
44700,"PinotNoir100%,"
44704,"Merlot90%,CabernetSauvignon10%,"
44708,"Syrah,Grenache,Mourvedre,Carignan,Clairette,OtherGrapes,"
44712,"Mourvedre30%,Grenache30%,Syrah10%,Cinsalt10%,OtherGrapes20%,"
44714,"Grenache,Mourvedre,Syrah,OtherGrapes,"
44715,"Grenache,Mourvedre,Syrah,OtherGrapes,"
44716,"PinotNoir100%,"
44717,"Grenache,Mourvedre,Syrah,OtherGrapes,"
44718,"PinotNoir100%,"
44719,"PinotNoir100%,"
44720,"Syrah,Grenache,OtherGrapes,"
44723,"Roussanne100%,"
44726,"PinotNoir100%,"
44729,"SauvignonBlanc100%,"
44730,"PinotNoir100%,"
44731,"PinotNoir100%,"
44732,"Merlot100%,"
44734,"PinotNoir100%,"
44737,"PinotNoir100%,"
44741,"PinotNoir100%,"
44742,"Shiraz100%,"
44743,"PinotNoir100%,"
44746,"PinotGris100%,"
44747,"PinotNoir100%,"
44751,"SauvignonBlanc100%,"
44753,"PinotNoir100%,"
44754,"PinotNoir100%,"
44767,"PinotNoir100%,"
44774,"Merlot52%,CabernetSauvignon43%,CabernetFranc5%,"
44791,"Chardonnay100%,"
44793,"PinotNoir100%,"
44794,"Kerner100%,"
44795,"Semillon90%,Sauvignon5%,Muscadelle5%,"
44797,"Semillon100%,"
44798,"Grenache,Carignan,Merlot,"
44800,"Merlot60%,CabernetSauvignon33%,PetitVerdot7%,"
44801,"Sauvignonblanc50%,SauvignonGris50%,"
44802,"CabernetSauvignon100%,"
44806,"Tempranillo100%,"
44807,"Pardina100%,"
44808,"Tempranillo98%,Graciano,Garnacha2%,"
44809,"Tempranillo98%,Graciano,Garnacha2%,"
44810,"Tempranillo100%,"
44811,"Merlot85%,CabernetSauvignon9%,Syrah4%,Malbec2%,"
44812,"Merlot90%,Malbec5%,CabernetSauvignon4%,OtherGrapes1%,"
44813,"Merlot85%,CabernetSauvignon6%,Malbec4%,OtherGrapes5%,"
44814,"CabernetSauvignon85%,Merlot12%,Syrah3%,"
44815,"PinotNoir100%,"
44816,"SauvignonBlanc100%,"
44817,"PinotNoir100%,"
44821,"PinotNoir100%,"
44822,"PinotNoir100%,"
44823,"PinotNoir100%,"
44825,"PinotNoir100%,"
44826,"PinotNoir100%,"
44827,"PinotNoir100%,"
44828,"PinotNoir100%,"
44829,"PinotNoir100%,"
44831,"Gamay100%,"
44832,"CabernetSauvignon50%,Merlot50%,"
44833,"CabernetSauvignon70%,Merlot25%,CabernetFranc5%,"
44834,"CabernetSauvignon60%,Merlot40%,"
44835,"Tempranillo100%,"
44836,"Tempranillo100%,"
44837,"Tempranillo100%,"
44838,"Blend,"
44839,"Tempranillo100%,"
44841,"Chardonnay100%,"
44842,"PinotNoir100%,"
44843,"PinotNoir100%,"
44844,"PinotNoir100%,"
44845,"Chardonnay50%,PinotNoir45%,PinotMeunier5%,"
44846,"Chardonnay30%,PinotNoir45%,PinotMeunier25%,"
44848,"PinotNoir100%,"
44849,"PinotNoir100%,"
44850,"PinotNoir100%,"
44851,"Chardonnay100%,"
44852,"Chardonnay100%,"
44853,"PinotNoir100%,"
44855,"Chardonnay100%,"
44857,"Roussanne100%,"
44858,"PinotNoir60%,Chardonnay40%,"
44859,"Moscato100%,"
44860,"PinotNoir100%,"
44861,"Merlot20%,CabernetSauvignon20%,Sangiovese60%,"
44862,"Corvina,Rondinella,Molinara,"
44863,"Merlot80%,Sangiovese20%,"
44864,"Corvina,Rondinella,Molinara,"
44865,"Chardonnay70%,PinotBianco10%,PinotGrigio10%,OtherGrapes10%,"
44867,"Nerod'Avola100%,"
44868,"Merlot100%,"
44869,"Corvina,Rondinella,Molinara,"
44870,"Merlot50%,CabernetSauvignon40%,CabernetFranc10%,"
44871,"GarnachaTinta65%,Carinena35%,"
44872,"GarnachaTinta60%,Carinena25%,Syrah15%,"
44873,"MoscateldeGranoMenudo,MoscateldeAlejandria,"
44874,"GarnachaTinta65%,Carinena35%,"
44875,"Malvasia,Trebbiano,"
44876,"Parellada,"
44877,"Garganega,Trebbiano,"
44879,"CabernetSauvignon,"
44881,"PinotNoir100%,"
44883,"CabernetSauvignon100%,"
44885,"Riesling100%,"
44886,"PinotNoir100%,"
44887,"PinotNoir100%,"
44888,"PinotNoir100%,"
44889,"Merlot100%,"
44890,"Shiraz100%,"
44891,"Grenache,Shiraz,"
44892,"Merlot100%,"
44893,"Semillon,Chardonnay,"
44895,"UgniBlanc50%,Colombard50%,"
44899,"Chardonnay100%,"
44903,"Blendofgrapes,"
44904,"Blend,"
44906,"Blendofgrapes,"
44908,"CabernetSauvignon100%,"
44909,"Merlot100%,"
44910,"CabernetSauvignon,"
44911,"CabernetSauvignon80%,Merlot20%,"
44912,"Carmenere100%,"
44914,"CabernetSauvignon90%,Merlot10%,"
44915,"CabernetSauvignon100%,"
44916,"SauvignonBlanc,"
44917,"Merlot,"
44918,"Chardonnay100%,"
44919,"Carmenere100%,"
44923,"CabernetSauvignon62%,Merlot32%,CabernetFranc6%,"
44925,"Sangiovese30%,CabernetSauvignon30%,Merlot20%,Syrah10%,Teroldego10%,"
44926,"PinotNoir100%,"
44927,"PinotNoir100%,"
44928,"CabernetSauvignon100%,"
44929,"Chardonnay100%,"
44930,"Shiraz,"
44931,"CabernetSauvignon78%,Merlot21%,CabernetFranc1%,"
44932,"Chardonnay,"
44933,"SauvignonBlanc56%,Semillon44%,"
44934,"Shiraz86%,PetitVerdot6%,CabernetSauvignon4%,"
44935,"CabernetSauvignon,Shiraz,"
44936,"Chardonnay100%,"
44937,"PinotNoir100%,"
44938,"Shiraz100%,"
44939,"Shiraz100%,"
44940,"CabernetSauvignon57%,Shiraz43%,"
44941,"CabernetSauvignon,"
44944,"Shiraz95%,Viognier5%,"
44945,"Chardonnay100%,"
44946,"Shiraz95%,Viognier5%,"
44947,"CabernetSauvignon100%,"
44948,"Riesling100%,"
44949,"Chardonnay100%,"
44950,"CabernetSauvignon65%,Shiraz35%,"
44951,"Shiraz100%,"
44952,"Chardonnay100%,"
44953,"CabernetSauvignon100%,"
44954,"Shiraz100%,"
44955,"CabernetSauvignon,Merlot,"
44956,"Chardonnay,"
44957,"Chardonnay,"
44958,"CabernetSauvignon,"
44959,"CabernetSauvignon100%,"
44960,"SauvignonBlanc100%,"
44961,"CabernetSauvignon100%,"
44967,"CabernetSauvignon85%,Merlot15%,"
44968,"SauvignonBlanc100%,"
44969,"Aragonez,CabernetSauvignon,"
44970,"Trincadeira75%,CabernetSauvignon15%,AlicanteBouchet10%,"
44971,"Aragonez,Trincadeira,Castelao,AlicanteBouchet,"
44972,"Sangiovese90%,Canaiolo5%,Colorino5%,"
44973,"Merlot50%,CabernetSauvignon40%,Syrah&PetitVerdot10%,"
44974,"Corvina75%,Rondinella20%,Molinara5%,"
44975,"Nebbiolo100%,"
44976,"Nebbiolo100%,"
44977,"Nebbiolo100%,"
44978,"Nerod'Avola90%,Perricone10%,"
44979,"Nerod'Avola70%,CabernetSauvignon30%,"
44980,"Merlot50%,Nerod'Avola50%,"
44981,"Nerod'Avola100%,"
44982,"Chardonnay100%,"
44983,"Zibibbo40%,Catarratto30%,Ansonica30%,"
44984,"Catarratto50%,Ansonica50%,"
44985,"Catarratto50%,Ansonica50%,"
44986,"Moscato100%,"
44987,"Sangiovese100%,"
44988,"Sangiovese90%,Merlot10%,"
44989,"Sangiovege,Merlot,CabernetSauvignon,"
44990,"Sangiovese50%,Montepulciano&CabernetSauvignon&AlicanteBouchet50%,"
44991,"Nebbiolo100%,"
44992,"Barbera100%,"
44993,"Barbera100%,"
44996,"PinotNoir60%,Chardonnay40%,"
44997,"PinotNoir60%,PinotMeunier30%,Chardonnay10%,"
44998,"PinotNoir40%,PinotMeunier40%,Chardonnay20%,"
44999,"PinotNoir40%,PinotMeunier40%,Chardonnay20%,"
45000,"PinotNoir40%,PinotMeunier40%,Chardonnay20%,"
45001,"Chardonnay,PinotNoir,PinotMeunier,"
45002,"Chardonnay,PinotNoir,"
45003,"Merlot49%,CabernetSauvignon48%,CabernetFranc3%,"
45004,"CabernetSauvignon100%,"
45005,"Merlot80%,CabernetFranc12%,CabernetSauvignon6%,PetitVerdot2%,"
45006,"Syrah98%,Grenache2%,"
45007,"Chardonnay100%,"
45008,"Semillon86%,SauvignonBlanc14%,"
45012,"Chardonnay100%,"
45013,"SauvignonBlanc100%,"
45014,"Merlot70%,CabernetSauvignon25%,Malbec&CabernetFranc&PetitVerdot5%,"
45015,"Chardonnay100%,"
45016,"Chardonnay100%,"
45017,"Chardonnay100%,"
45018,"Chardonnay100%,"
45019,"CabernetSauvignon,"
45020,"Chardonnay,"
45021,"Zinfandel60%,CabernetSauvignon40%,"
45022,"Chardonnay100%,"
45023,"Merlot87%,CabernetFranc9%,CabernetSauvignon4%,"
45024,"Merlot97%,CabernetSauvignon3%,"
45025,"Malbec91%,CabernetSauvignon9%,"
45026,"CabernetSauvignon100%,"
45027,"CabernetSauvignon100%,"
45028,"CabernetSauvignon100%,"
45029,"CabernetSauvignon86%,Merlot14%,"
45030,"CabernetSauvignon77%,Merlot23%,"
45031,"Chardonnay100%,"
45032,"SauvignonBlanc100%,"
45033,"CabernetSauvignon100%,"
45034,"Merlot,"
45035,"PetiteSirah,"
45036,"Chardonnay,"
45037,"CabernetSauvignon63%,CabernetFranc37%,"
45038,"Merlot65%,CabernetSauvignon18%,CabernetFranc17%,"
45039,"NA,"
45040,"Merlot70%,CabernetFranc30%,"
45041,"CabernetSauvignon70%,Merlot20%,CabernetFranc10%,"
45042,"CabernetSauvignon,Merlot,CabernetFranc,"
45043,"SauvignonBlanc100%,"
45044,"PinotBlanc100%,"
45045,"Gewurztraminer100%,"
45048,"PinotNoir100%,"
45049,"PinotNoir100%,"
45050,"PinotNoir100%,"
45051,"PinotNoir100%,"
45052,"PinotNoir100%,"
45055,"Shiraz70%,PinotNoir30%,"
45058,"Grenache80%,Syrah10%,Mourvedre10%,"
45059,"GrenacheBlanc32%,Roussane30%,Bourboulenc22%,Clairette16%,"
45060,"Grenache56%,Syrah24%,Mourvedre12%,Cinsault6%,OtherGrapes2%,"
45062,"Merlot80%,CabernetFranc20%,"
45063,"Merlot100%,"
45064,"Merlot,"
45065,"Blendofgrapes,"
45066,"Blendofgrapes,"
45068,"Tempranillo70%,OtherGrapes30%,"
45077,"Nebbiolo100%,"
45081,"Rolle,Semillon,"
45082,"Blendofgrapes,"
45085,"Riesling100%,"
45086,"Riesling100%,"
45088,"Chardonnay100%,"
45090,"Chardonnay100%,"
45091,"Gamay100%,"
45095,"CabernetSauvignon,Merlot,"
45096,"PinotNoir100%,"
45097,"Chardonnay,OtherGrapes,"
45098,"PinotNoir100%,"
45099,"PinotNoir100%,"
45100,"PinotNoir100%,"
45101,"PinotNoir100%,"
45102,"PinotNoir100%,"
45103,"PinotNoir100%,"
45104,"PinotNoir100%,"
45105,"CabernetSauvignon,Merlot,CabernetFranc,"
45112,"CabernetSauvignon66%,Merlot26%,PetitVerdot5%,CabernetFranc3%,"
45113,"CabernetSauvignon66%,Merlot26%,PetitVerdot5%,CabernetFranc3%,"
45116,"CabernetSauvignon,Merlot,CabernetFranc,PetitVerdot,"
45118,"PinotNoir100%,"
45119,"PinotNoir100%,"
45121,"PinotNoir100%,"
45122,"PinotNoir100%,"
45123,"PinotNoir,Gamay,"
45124,"Aligote100%,"
45125,"Semillon100%,"
45126,"Corvinaveronese,Rondinella,Molinara,"
45128,"Blendofgrapes,"
45129,"Sangiovege,OtherGrapes,"
45130,"Merlot,CabernetSauvignon,Sangiovese,Syrah,"
45131,"Sangiovege,OtherGrapes,"
45132,"Sangiovese,"
45133,"Moscato100%,"
45137,"Nerod'Avola,CabernetSauvignon,Merlot,"
45138,"Nerod'Avola100%,"
45139,"Nerod'Avola70%,Syrah30%,"
45140,"Nerod'Avola100%,"
45141,"Syrah100%,"
45142,"Insolia70%,Chardonnay30%,"
45143,"Nerod'Avola100%,"
45144,"Nerod'Avola100%,"
45145,"CabernetSauvignon85%,Syrah15%,"
45146,"Chardonnay100%,"
45147,"CabernetSauvignon85%,Syrah15%,"
45148,"PinotNoir100%,"
45149,"Merlot85%,Carmenere15%,"
45150,"Syrah85%,CabernetSauvignon15%,"
45151,"Chardonnay100%,"
45152,"Malbec100%,"
45153,"CabernetSauvignon100%,"
45154,"Malbec100%,"
45155,"Merlot100%,"
45156,"Malbec33%,CabernetSauvignon33%,Merlot34%,"
45157,"Semillon100%,"
45158,"Semillon100%,"
45162,"Sangiovese60%,Merlot20%,Syrah10%,CabernetSauvignon10%,"
45165,"Sangiovese,CanaioloNero,"
45166,"Chardonnay100%,"
45168,"PinotNoir100%,"
45169,"Baga,Rufete,TintaBarroca,TourigaFranca,"
45170,"FernaoPeres,Bical,Arinto,Malvasia,"
45172,"Tempranillo100%,"
45173,"Blendofgrapes,"
45174,"Blendofgrapes,"
45175,"Blendofgrapes,"
45176,"Blendofgrapes,"
45177,"Blendofgrapes,"
45178,"Loureiro,Arinto,Trajadura,Azal,"
45179,"TourigaNacional,TourigaFranca,TintaRoriz,"
45180,"TourigNacional,TintaRoriz,Alfrocheiro,"
45182,"Bega,TintaRoriz,TourigaFranca,"
45183,"Castelao100%,"
45184,"FernaoPires100%,"
45187,"CabernetSauvignon100%,"
45188,"Carmenere85%,CabernetSauvignon13%,PetitVerdot2%,"
45189,"Chardonnay100%,"
45190,"Carmenere100%,"
45191,"CabernetSauvignon100%,"
45193,"Carmenere100%,"
45196,"CabernetSauvignon52%,Merlot42%,PetitVerdot2%,CabernetFranc4%,"
45197,"Merlot45%,CabernetSauvignon55%,"
45198,"Merlot50%,CabernetSauvignon48%,CabernetFranc2%,"
45199,"Merlot40%,CabernetSauvignon60%,"
45200,"Merlot35%,CabernetSauvignon50%,CabernetFranc10%,PetitVerdot5%,"
45201,"Merlot59%,CabernetSauvignon40.5%,PetitVerdot0.5%,"
45202,"Merlot75%,CabernetFranc25%,"
45203,"Grenache50%,Syrah20%,Mourvedre10%,Carignan15%,Cinsault5%,"
45204,"Nebbiolo100%,"
45205,"Nebbiolo100%,"
45206,"Nebbiolo100%,"
45207,"Grenache,Syrah,Mourvedre,"
45208,"Grenache100%,"
45209,"Nebbiolo100%,"
45210,"Grenache85%,Syrah10%,Mourvedre3%,OtherGrapes2%,"
45211,"Nebbiolo100%,"
45212,"Barbera90%,Nebbiolo10%,"
45213,"Montepulciano,Sangiovese,"
45215,"Gaglioppo45%,GrecoNero15%,MaglioccoCanino15%,NerelloCappuccio&Sangiovese25%,"
45217,"Gaglioppo45%,GrecoNero15%,MaglioccoCanino15%,NerelloCappuccio&Sangiovese25%,"
45218,"Garganega90%,Chardonnay10%,"
45219,"Garganega,Trebbiano,"
45220,"Gaglioppo80%,NerelloCappuccio10%,CabernetFranc3%,CabernetSauvignon&Merlot5%,"
45221,"Sangiovese100%,"
45222,"Montepulciano80%,Aglianico20%,"
45223,"Aglianico100%,"
45224,"PinotGrigio100%,"
45225,"Corvina&CorvinoneVeronese70%,Rondinella30%,"
45226,"Corvina&CorvinoneVeronese70%,Rondinella30%,"
45227,"Sangiovese94%,CabernetSauvignon&Merlot6%,"
45228,"Syrah100%,"
45229,"Trebbiano,SanColombano,"
45230,"Chardonnay100%,"
45231,"CabernetSauvignon,Sangiovese,"
45232,"Sangiovese100%,"
45234,"Sangiovese100%,"
45235,"Sangiovese100%,"
45236,"Sangiovese100%,"
45237,"Sangiovese100%,"
45238,"Sangiovese,Canaiolo,"
45239,"Sangiovese100%,"
45240,"Sangiovese100%,"
45241,"CabernetSauvignon100%,"
45242,"Sangiovese100%,"
45243,"Sangiovese100%,"
45244,"CabernetSauvignon,Montepulciano,"
45245,"Montepulciano100%,"
45246,"Trebbiano100%,"
45247,"CabernetSauvignon54%,Malbec19%,PetitVerdot15%,Merlot8%,CabernetFranc4%,"
45248,"Riesling100%,"
45250,"Nebbiolo100%,"
45251,"Barbera100%,"
45252,"Barbera100%,"
45253,"Nebbiolo100%,"
45254,"Brachetto100%,"
45255,"Chardonnay100%,"
45256,"TintoFino100%,"
45257,"TintoFino100%,"
45258,"TintoFino100%,"
45259,"TintoFino100%,"
45260,"TintoFino100%,"
45261,"Riesling100%,"
45262,"Riesling100%,"
45263,"Riesling100%,"
45264,"Riesling100%,"
45265,"Shiraz81%,CabernetFranc10%,CabernetSauvignon9%,"
45266,"CabernetSauvignon100%,"
45267,"Merlot100%,"
45268,"SauvignonBlanc100%,"
45270,"SauvignonBlanc,Semillon,"
45271,"CabernetSauvignon60%,Merlot35%,PetitVerdot5%,"
45272,"CabernetSauvignon70%,Merlot30%,"
45273,"CabernetSauvignon,Merlot,CabernetFranc,"
45274,"CabernetSauvignon45%,Merlot55%,"
45275,"CabernetSauvignon80%,Merlot15%,CabernetFranc5%,"
45276,"CabernetSauvignon55%,Merlot45%,"
45277,"CabernetSauvignon60%,Merlot40%,"
45279,"CabernetSauvignon,Merlot,CabernetFranc,"
45280,"CabernetSauvignon,Merlot,CabernetFranc,"
45282,"Chardonnay100%,"
45283,"Chardonnay100%,"
45284,"PinotNoir100%,"
45285,"PinotNoir100%,"
45286,"PinotNoir100%,"
45287,"PinotNoir100%,"
45288,"PinotNoir100%,"
45289,"PinotNoir100%,"
45290,"PinotNoir100%,"
45291,"PinotNoir100%,"
45292,"Chardonnay100%,"
45293,"PinotNoir100%,"
45294,"PinotNoir100%,"
45295,"PinotNoir100%,"
45296,"PinotNoir100%,"
45297,"PinotNoir100%,"
45298,"Chardonnay100%,"
45299,"Syrah100%,"
45300,"Syrah100%,"
45301,"Syrah95%,Viognier5%,"
45302,"Syrah100%,"
45303,"Syrah100%,"
45304,"OldGrenache60%,Syrah20%,Mourvedre10%,Carignan10%,"
45305,"Grenache85%,Mourvedre7%,Syrah5%,Cinsault3%,"
45306,"Grenache70%,Syrah15%,Mourvedre10%,OtherGrapes5%,"
45307,"Grenache70%,Syrah15%,Mourvedre10%,OtherGrapes5%,"
45308,"Grenache70%,Syrah15%,Mourvedre10%,OtherGrapes5%,"
45309,"Grenache50%,Syrah33%,Merlot15%,CabernetSauvignon10%,"
45310,"OldGrenache60%,Syrah20%,Mourvedre10%,Carignan10%,"
45311,"OldGrenache65%,OldMourvedre35%,"
45312,"Merlot60%,CabernetSauvignon30%,CabernetFranc10%,"
45313,"SauvignonBlanc100%,"
45314,"Moscatel100%,"
45315,"RabodeOvelha,Roupeiro,Perrum,"
45316,"Chardonnay100%,"
45317,"Carmenere85%,CabernetSauvignon12%,PetitVerdot3%,"
45318,"CabernetSauvignon78.5%,Merlot13%,Carmenere8.5%,"
45319,"CabernetSauvignon80%,,PetitVerdot15%,Syrah5%,"
45321,"Chardonnay100%,"
45323,"CabernetSauvignon100%,"
45324,"Chardonnay100%,"
45326,"CabernetSauvignon100%,"
45327,"PinotNoir100%,"
45330,"PinotNoir100%,"
45331,"SauvignonBlanc100%,"
45332,"Insolia,Catarratto,"
45334,"Syrah,Nerod'Avola,"
45335,"Syrah100%,"
45336,"CabernetSauvignon100%,"
45337,"Chardonnay100%,"
45338,"CabernetSauvignon79%,Merlot17%,CabernetFranc4%,"
45339,"Merlot65%,CabernetSauvignon25%,Malbec10%,"
45340,"Merlot100%,"
45341,"CabernetSauvignon55%,Merlot40%,CabernetFranc5%,"
45342,"CabernetSauvignon73%,Merlot20%,PetitVerdot7%,"
45344,"CabernetSauvignon60%,Merlot30%,CabernetFranc10%,"
45345,"CabernetSauvignon47%,Merlot47%,PetitVerdot6%,"
45346,"CabernetSauvignon54%,Merlot4%,PetitVerdot4%,CabernetFranc1%,"
45347,"CabernetFranc50%,Merlot50%,"
45349,"CabernetSauvignon60%,Merlot30%,CabernetFranc8%,PetitVerdot1%,Malbec1%,"
45351,"CabernetSauvignon73%,Merlot15%,CabernetFranc10%,PetitVerdot2%,"
45352,"CabernetSauvignon66%,Merlot26%,CabernetFranc3%,PetitVerdot5%,"
45353,"Semillon90%,Muscadelle10%,"
