Index,Product_code,URL
142,40883,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40883
143,48421,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=48421
144,37305,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=37305
145,37306,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=37306
146,37307,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=37307
147,49792,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=49792
148,49793,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=49793
149,39774,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39774
150,39778,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39778
151,37308,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=37308
152,37309,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=37309
153,45095,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=45095
154,40318,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40318
155,38870,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38870
156,40313,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40313
157,40312,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40312
158,40315,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40315
159,40317,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40317
160,38189,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38189
161,38186,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38186
162,38185,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38185
163,38181,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38181
164,38749,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38749
165,38748,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38748
166,38747,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38747
167,38741,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38741
168,41684,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=41684
169,41687,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=41687
170,40957,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40957
171,40956,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40956
172,40955,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40955
173,40954,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40954
174,37948,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=37948
175,40771,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40771
176,40770,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40770
177,47205,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47205
178,40229,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40229
179,47201,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47201
180,40794,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40794
181,40797,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40797
182,40796,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40796
183,40791,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40791
184,40793,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40793
185,39345,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39345
186,39586,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39586
187,47685,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47685
188,50711,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50711
189,50713,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50713
190,50714,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50714
191,38295,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38295
192,50717,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50717
193,37443,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=37443
194,47519,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47519
195,50884,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50884
196,51448,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=51448
197,51446,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=51446
198,50404,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50404
199,50406,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50406
200,50407,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50407
201,50400,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50400
202,50401,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50401
203,50403,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50403
204,38369,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38369
205,48055,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=48055
206,47020,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47020
207,38323,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38323
208,50666,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50666
209,39168,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39168
210,39169,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39169
211,50061,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50061
212,39161,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39161
213,43851,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=43851
214,40825,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=40825
215,47067,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47067
216,45883,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=45883
217,55145,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=55145
218,39236,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39236
219,43451,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=43451
220,47089,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47089
221,39017,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39017
222,39014,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39014
223,39015,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39015
224,39012,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39012
225,39013,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39013
226,39010,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39010
227,39011,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39011
228,39018,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39018
229,39019,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39019
230,46467,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=46467
